"ARTIST_NAME","ARTIST_URL","SONG_NAME","SONG_URL","LYRICS"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","paris","https://www.azlyrics.com/lyrics/yaelnaim/paris.html","brKHty lmqvm AKHr kl kk mhr hky rKHvq SHrq hTSlKHty vAny bpryz, hAvrvt dvlqym Apvr v`nnym Any SHmKHh vtvb ly Abl kl kk qr ly bpryz, mstvbbt sKHvr vsKHvr bsmtAvt qsvmvt mkvSHpvt bvl`vt Avty Any bpryz, bnyynym ypym Atm zqnym vATSylym kl kk Abl hAm tKHmmv Avty bpryz, loin de ma maison a paris, bAty `d lkAn lhstnvvr qTSt ASHlyh yph SHly nsy ltpvs Avty Any bpryz, SHvb hvlkt lAybvd KHlvm `TSvb Any kbr mpvrsmt vSHvm`ym `ly kAn bpryz, `kSHyv hqvl SHlk lvKHSH ly mrKHvq Any mtg`g` bvAy tKHzry Aly kbr mpryz, Any Avhb Avtk Any Avhb Avtk Any Avhb Avtk Any Avhb Avtk vpryz, loin de mon amour a paris, Am kl kk tvb ly ph Az lmh SHvb Any bvkh vmSHtg`t?, oui je suis si heureuse alors pourquoi la nuit je pleure?, mtg`g`t bpryz, SHmSH mAyrh Avty mhKHlvn v`vd m`t ArgySH kbr At hKHvm, hmtvs nvKHt vAyn kbr `nnym hAvSHr mKHlKHl SHvb ltvky SHlvm pryz, i fled to a different place, so quickly, the farthest away and i succeeded, i am in paris, the lights are dim, gray and foggy, i am happy and it's good for me, but i'm so cold, in paris?, i wander around in circles, in magical and enchanting narrow alleys, it sucks me in i am, in paris, beautiful buildings, they are old, and so very noble, but would you keep me warm, in paris?, mmm. far from my house in paris, i came here, a bit disenchated, this beautiful illusion of mine, try to catch me, in paris, again i disappear, a sad dream, i am famous already, and they hear me here, in paris?, now your voice, it whispers to me from far away, i miss you, come return to me, already from paris, i love you, i love you, i love you, i love you, and.paris. mmm. far from my love in paris, if it's so good here, then why do i cry and lose my mind?, yes, i am happy, so why do i cry at night, i miss you.in paris, mmm. the sun wakes me up, from the dream, and soon i will feel the warmth a little more, mmm. the plane lands, and there are no clouds anymore, the joy is getting back to me, goodbye paris"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","my dreams","https://www.azlyrics.com/lyrics/yaelnaim/mydreams.html","you'll never say it's true, you want it all for you, inside you know you do, and i've been locked inside, but help me understand, you said you want my hand, you wanted to be friends, but now i understand, you only wanted my dreams, but now i understand, you only wanted my dreams, for yourself. for yourself, you taught me how to pray, you said that it will pay, you wanted me to stay, and i'm still blind to see, how you are playing with my fears, that you create my tears, but only after years, it's now i understand, you only wanted my dreams, but now i understand, you only wanted my dreams, if somehow, i should die, will you ever wonder why?, i am real but you can't feel, all that you erase and kill, i will fly away from here, all you took will disappear, was it my dream?, you said you want my land, now i cannot pretend, it's time for me to stand, as hard as it can be, i'm ready now to see, i'm going to be free, cause now i understand, you only wanted my dreams, but now i understand, you only wanted my dreams, you said you want my hand, now, i cannot pretend, it's time for me to stand, as hard as it can be, i'm ready now to see, i'm going to be free"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","she was a boy","https://www.azlyrics.com/lyrics/yaelnaim/shewasaboy.html","she was a boy, it wasn't easy for her, i was a child to see it, she came alone to build her story, i was so young and loved her, go on you'll see, all that you want to be, while everybody's saying, hold on, you'll see, you'll never be free, but we just kept on growing, she was a boy with some feelings for me, i was too wild and missed it, i came alone to hear her story, while no one else was worried, go on she said, or else you will grow said, while everybody doubted, hold on, they say, one day you'll have to pay, but i was so afraid to go, hold on you're scared, you only need to dare, while everybody's laughing, go on, you'll see, one day you'll be free, and you will understand why, she was a boy, she was a boy, she was a boy, hiding in herself but, she was a boy, she was a boy, she knew that everyone was saying it, how much you want to see, how much you want to be, how much you want to live, see her growing, how much you want to see, how much you want to be, how much you want to live feel like falling, how much you want to see, how much you want to be, wishing everyday you could see her face again, how much you want to give, how much you want to live, she was a boy, she was a boy, but she was there for me, i was a child and, she was a boy"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","go to the river","https://www.azlyrics.com/lyrics/yaelnaim/gototheriver.html","when you feel ashamed go to the river, when you're feeling sad go to the river, when you're feeling blue inside, immersed and tied, when you're feeling stuck in pain, forever, go go go go - go tonight, you, sigh and sigh inside you long for, more, more of the life you had be, fore fore fore, let the seasons, arrive and dive let the winter snow and, glow glow when the wind will blow just, flow flow, eventually you will know, when you're feeling bad, go to the river, when you're feeling mad, go to the river, when you feel it blows your mind, cause you can't find, when you feel you're going blind, you can't deny. i say, go go go with the river flow you, hide hide hide - but the river gets wide dont, row, row, with everything you, know, know, know, all you've carried inside, side side, let the water unwind - don't, fight, fight - the river is right - let, go, go, eventually you will grow, when you feel you'll lose your mind - they'll let you slide, when you feel you go insane - they let you die, go go the river will know, blow blow, the river will blow, go go,the wind will sigh, blow blow the leaves can die, go go the seeds will grow, blow blow, the river will slow, go go the years go by, blow blow, with the river go. go go go go in your soul you, try to fly but never get high you're, low low - wishing for the, tide to rise - hold your feelings inside, side side side - let the river glide and, slow slow, the winter will go you, know know know - with everything you'll grow, whatever comes will go, go go go down the river below you, sigh sigh sigh and the years go by and, so, so, the leaves will fall but, more more more, you wanted even more just, go go go with the river flow, you, can't decide cause the river gets wild you, know, know that there's no goal no, sign, sign. eventually you will find"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","never change","https://www.azlyrics.com/lyrics/yaelnaim/neverchange.html","sometimes i'm tired, of hurting then promising each time, i say i'm sorry, but things will never change this way, some things will never change this time, some things will be the same from time to time, don't be afraid to stay by my side, some things will never change your mind, oh i've started to lose just a bit every time, oh i've tried to be good and be kind, i try to give you some space to be, but all i do makes you run away from me, some say i'm crazy, but i think i'm lazy, sometimes, but somethings will never change unless i find, that thing that makes you change your mind, some things will never change this time, some things will be the same from time to time, don't be afraid to stay by my side, some things will never change your mind, while signs and stars above you seem to remind you, when everything inside you keeps on haunting you, why everything around you seems to touch you, it's like every thing is wrong, some things will never change this time, i'll never be the same from time to time, don't be afraid to stay by my side, 'cause some things might always change with time, mmm. don't be afraid to stay by my side, some things might always change with time"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","i try hard","https://www.azlyrics.com/lyrics/yaelnaim/itryhard.html","i try hard to spread, my wings, you better look real high above, all things, you gotta stay together, make things better, i try hard to learn, new things, you better work real hard, on your fears instead, of fighting together, work together, try to see the reasons, why you sacrifice, and lie, the reason we continue to deny, i only hear you say, the answer is to pray, but what if god, himself is lost today, but all i can see, is our longing to belong in, we're all alone afraid, of the other side, the other side, now that i have spread, my wings now, i don't want to fly, away from here, i want to stay forever, make things better, i try hard to learn, new things, you better work real hard on your beliefs, instead of fighting together, work together, try the reason why, you take the reason, why you fake the reason, you ignore all your mistakes, you say what's right, or wrong and feeling, you belong, you separate yourself and think, you're strong, but all i can see, is our longing to belong in, we're all alone afraid, of the other side, the other side, i try hard to spread, my wings you better, work real hard on your fears, instead of fighting together now, work together, work together now"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","today","https://www.azlyrics.com/lyrics/yaelnaim/today.html","today i'm looking at the world, and i see ugliness and beauty neighbours, an angel lives inside a liar, and he doesn't even know, that he has all this inside him, and it's been seven years, since i've been looking for, and i was crying for more. it's been seven years, since i've been looking for, and i was crying for more. today i'm taking back my words, cause i've been judging everybody so easily, instead, i show you who i am, a liar, an angel, a generous-egoist, genius-coward, and it's been seven years, since i've been looking for, and i was crying for more. it's been seven years, since i've been looking for, and i was crying for more. today i'm looking at our world, and i think choices are everywhere every second, we choose to love, choose to hate, choose to lose or win, to take a risk or to give up, cause it's been seven years, since i've been looking for, and i was crying for more. it's been seven years since, i've been looking for, and i was dying for more. today i'm celebrating our insanity, cause we are loving unreasonably, we lost our hold, no promises. no signs. where to go?, just a pure moment of joy. cause it's been seven years, since i've been looking for, and i was crying for more. it's been seven years since, i've been looking for, and i was crying for more."
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","mystical love","https://www.azlyrics.com/lyrics/yaelnaim/mysticallove.html","someday i'm gonna take a road in the mystical, and it will never be as cold as in this mystical, but i will try to find my way in this mystical love, the mystical love, but every time i look around it's so mystical, i don't know what i thought i'd find in the mystical, 'cause i will always feel alone in the mystical love, the mystical love, he's back home, i will find a way to see who you are, thought every day you're hiding far, you are the same, but locked in your mind, it hurts me every single time, the mystical love, but i will always feel ashamed in this mystical, and i will never win the game in this mystical, someday i will forget my name in this mystical love, but i will try to find my way it's so mystical, then i will try to get away from this mystical, but then eventually i will stay in the mystical love, the mystical love, fly fly lullaby, i could walk in if you want me by, something that you never try to find, come come little born, i would wake you if you wanted warmth, if you're someone that i knew before, love love but, try not to trouble, so i could see your face, i'm walking by, i could walk in if you want me by, the mystical love, he's back. well he's coming back, i will find a way to see who you are, thought every day you're hiding far, i want to go but i'm moving too slow, one day you'll hear me saying time, never been a single time, never heard a single chime, never been a single day, never seen a single ray, si i'm going i won't stay, and one day you'll have to pay, never been a single day, the mystical love. he's back home"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","man of another woman","https://www.azlyrics.com/lyrics/yaelnaim/manofanotherwoman.html","i let you inside, right inside my room, and i had these feelings, i never knew, will the seasons, will they all come true, beautiful tangle, that i can't undo, while i'm waiting, quietly for you, another woman, carries life from you, i took a man from another woman, i took a man from another woman, lie, lie, cry, sigh, will we always, feed the olive tree, god this feeling, is too good to be real, but though i'm trying, to tell you that we're through, my heart always, brings me back to you, i took a man from another woman, i took a man from another woman, lie, sigh, sigh, lie, cry, lie"
"yael naim","https://www.azlyrics.com/y/yaelnaim.html","puppet","https://www.azlyrics.com/lyrics/yaelnaim/puppet.html","into another day, they open the box and play, watching me turning round and round till music slows down and fade, i am a ballerina dancing for silver string, i should never have listened to promises for my dreams, hey son no matter what they'll say go far away, hey son no matter what they'll say go far away, my love, and into another day, they open the box and play, watching me turning round and round till music slows down and fade, hey son no matter what they'll say go far away, hey son no matter what they'll say go far away, hey son no matter what they'll say go far away, hey son no matter what they'll say go far away, my love"
